surface,tourney_date,player_one,player_two,player_one_ht,player_two_ht,player_one_age,player_two_age,player_one_hand,player_two_hand,player_one_ace,player_two_ace,player_one_df,player_two_df,player_one_break_point_saved,player_two_break_point_saved,player_one_break_point_faced,player_two_break_point_faced,player_one_rank,player_two_rank,player_one_rank_points,player_two_rank_points,FTR,player_one_win_percentage,player_two_win_percentage
Hard,21-09-2015,Denis Istomin,Mikhail Kukushkin,188,183,29.03764545,27.73716632,R,R,8,2,2,2,7,1,10,4,62,48,751,922,W,76.66666667,72.54901961
Hard,21-09-2015,Benoit Paire,Jerzy Janowicz,196,203,26.37097878,24.85420945,R,R,4,3,1,1,7,0,10,0,32,66,1187,730,L,65.38461538,82.60869565
Hard,21-09-2015,Lucas Pouille,Ricardas Berankis,185,175,21.5742642,25.25119781,R,R,9,8,7,8.5,12,6,17,9,75,72,685,690,W,74.28571429,72.30769231
Hard,21-09-2015,Mikhail Youzhny,Tommy Robredo,183,180,33.24024641,33.3908282,R,R,2,1,1,2,0,7,3,9,92,27,581,1315,L,77.14285714,66.66666667
Hard,21-09-2015,Ernests Gulbis,Marcos Baghdatis,190,183,27.05817933,30.26146475,R,R,4,7,8.5,2,11,1,15,3,68,52,710,882,L,70.58823529,76.92307692
Hard,21-09-2015,Simone Bolelli,Tomas Berdych,183,196,29.95208761,30.00958248,R,R,5,8,1,5,3,2,4,4,63,5,750,3323,W,70.58823529,76.31578947
Hard,21-09-2015,Joao Sousa,Marcel Granollers,185,190,26.47775496,29.44284736,R,R,0,3,2,3,3,1,4,5,53,81,846,637,W,82.14285714,65.51724138
Hard,21-09-2015,Andreas Haider Maurer,Dominic Thiem,190,185,28.50102669,22.04791239,R,R,2,7,4,0,6,1,9,2,61,21,757,1555,L,58.33333333,85.18518519
Hard,21-09-2015,Benjamin Becker,Denis Istomin,178,188,34.2642026,29.03764545,R,R,2,9,4,1,3,3,5,6,71,62,700,751,L,70.49180328,77.5862069
Hard,21-09-2015,Jerzy Janowicz,Lucas Pouille,200.5,185,24.85420945,21.5742642,R,R,15,6,6,5,3,7,4,8,66,75,730,685,L,78.18181818,73.91304348
Hard,21-09-2015,Roberto Bautista Agut,Teymuraz Gabashvili,183,188,27.43600274,30.32991102,R,R,9,3,1,8.5,5,5,9,10,23,57,1510,822,W,66.23376623,55.55555556
Hard,21-09-2015,Marcos Baghdatis,Tommy Robredo,183,180,30.26146475,33.3908282,R,R,6,6,2,1,11,0,15,1,52,27,882,1315,L,76.31578947,71.42857143
Hard,21-09-2015,Evgeny Donskoy,Milos Raonic,185,196,25.36892539,24.73374401,R,R,3,13,2,0,6,1,8,1,117,9,462,2790,L,65.85365854,87.5
Hard,21-09-2015,Joao Sousa,Simone Bolelli,185,183,26.47775496,29.95208761,R,R,3,5,1,3,0,0,0,0,53,63,846,750,W,78.26086957,80.85106383
Hard,21-09-2015,Denis Istomin,Dominic Thiem,188,185,29.03764545,22.04791239,R,R,5,10,2,2,9,1,12,1,62,21,751,1555,L,61.9047619,74.35897436
Hard,21-09-2015,Lucas Pouille,Roberto Bautista Agut,185,183,21.5742642,27.43600274,R,R,4,5,3,0,3,4,6,4,75,23,685,1510,L,70,68.57142857
Hard,21-09-2015,Milos Raonic,Tommy Robredo,196,180,24.73374401,33.3908282,R,R,11,1,2,2,1,0,1,4,9,27,2790,1315,W,79.16666667,57.14285714
Hard,21-09-2015,Dominic Thiem,Joao Sousa,185,185,22.04791239,26.47775496,R,R,11,1,2,1,3,3,6,5,21,53,1555,846,L,70.96774194,64.1509434
Hard,21-09-2015,Milos Raonic,Roberto Bautista Agut,196,183,24.73374401,27.43600274,R,R,19,3,4,0,2,3,2,5,9,23,2790,1510,W,88.63636364,78.57142857
Hard,21-09-2015,Joao Sousa,Milos Raonic,185,196,26.47775496,24.73374401,R,R,0,19.5,3,2,10,9,12,10,53,9,846,2790,L,76.59574468,75
Hard,28-09-2015,Radek Stepanek,Yuichi Sugita,185,173,36.83504449,27.02532512,R,R,9,3,2,1,3,5,4,9,170.5,131,167,425,W,72.5,50
Hard,28-09-2015,Mikhail Kukushkin,Ramkumar Ramanathan,183,188,27.75633128,20.88706366,R,R,2,5,1,2,1,2,1,6,48,181,922,229,W,78.57142857,72
Hard,28-09-2015,Radu Albot,Viktor Troicki,175,193,25.87816564,29.62902122,R,R,0,11,2,4,2,3,5,8,107,24,498,1499,W,65.30612245,78.37837838
Hard,28-09-2015,Joao Sousa,Michal Przysiezny,185,185,26.49691992,31.61396304,R,R,5,6,1,5,2,2,2,6,47,159,951,340,W,78.26086957,75
Hard,28-09-2015,Benjamin Becker,Sam Groth,178,193,34.28336756,27.94250513,R,R,2,17,3,7,1,4,1,6,74,53,675,843,W,80.48780488,80
Hard,28-09-2015,Alexander Zverev,Jeremy Chardy,198,188,18.43942505,28.62422998,R,R,3,6,5,2,3,2,7,4,78,26,652,1435,L,58.92857143,87.09677419
Hard,28-09-2015,Nick Kyrgios,Santiago Giraldo,193,188,20.42162902,27.83572895,R,R,6,0,2,0,3,0,3,3,41,65,1035,745,W,98.46938776,52.63157895
Hard,28-09-2015,Jarkko Nieminen,Tatsuma Ito,185,180,34.18206708,27.36208077,L,R,2,5,6,5,2,2,7,5,135,116,411,469,L,57.14285714,88
Hard,28-09-2015,Aleksandr Nedovyesov,Nikoloz Basilashvili,193,185,28.61601643,23.59479808,R,R,0,0,1,1,1,2,3,2,115,95,475,561,L,50,80
Hard,28-09-2015,Vasek Pospisil,Yasutaka Uchiyama,193,183,25.26488706,23.14579055,R,R,9,2,2,3,0,2,0,4,44,181,995,214,W,83.87096774,63.88888889
Hard,28-09-2015,Marcos Baghdatis,Nicolas Almagro,183,183,30.28062971,30.1026694,R,R,18,3,2,3,0,4,2,9,51,76,895,668,W,88.63636364,61.36363636
Hard,28-09-2015,Mischa Zverev,Rajeev Ram,190,193,28.10130048,31.52908966,L,R,11,3,3,0,6,2,8,4,170.5,93,191,579,W,75.71428571,68.75
Hard,28-09-2015,David Ferrer,Radek Stepanek,175,185,33.48939083,36.83504449,R,R,2,2,2,4,2,3,5,8,8,181,3126,167,W,65.85365854,62.16216216
Hard,28-09-2015,Mikhail Kukushkin,Radu Albot,183,175,27.75633128,25.87816564,R,R,2,1,3,2,8,6,10,12,48,107,922,498,W,63.15789474,48.71794872
Hard,28-09-2015,Grigor Dimitrov,Joao Sousa,188,185,24.36960986,26.49691992,R,R,4,1,7,4,9,3,12,6,19,47,1600,951,W,76.47058824,63.82978723
Hard,28-09-2015,Benjamin Becker,Jeremy Chardy,178,188,34.28336756,28.62422998,R,R,7,13,5,8.5,3,3,5,7,74,26,675,1435,W,78.33333333,74.50980392
Hard,28-09-2015,Nick Kyrgios,Tatsuma Ito,193,180,20.42162902,27.36208077,R,R,12,4,4,2,2,0,2,3,41,116,1035,469,W,83.87096774,61.53846154
Hard,28-09-2015,Ivo Karlovic,Nikoloz Basilashvili,200.5,185,36.58042437,23.59479808,R,R,18,4,2,4,3,5,5,8,18,95,1620,561,W,71.92982456,69.6969697
Hard,28-09-2015,Marcos Baghdatis,Vasek Pospisil,183,193,30.28062971,25.26488706,R,R,3,11,5,6,5,5,7,7,51,44,895,995,L,75,78.33333333
Hard,28-09-2015,Feliciano Lopez,Mischa Zverev,188,190,34.02053388,28.10130048,L,L,15,2,3,4,6,4,7,6,17,181,1935,191,W,80,60.41666667
Hard,28-09-2015,David Ferrer,Mikhail Kukushkin,175,183,33.48939083,27.75633128,R,R,4,2,0,2,1,0,1,2,8,48,3126,922,W,69.76744186,69.56521739
Hard,28-09-2015,Benjamin Becker,Grigor Dimitrov,178,188,34.28336756,24.36960986,R,R,6,8,2,2,3,2,4,4,74,19,675,1600,W,73.46938776,63.63636364
Hard,28-09-2015,Ivo Karlovic,Nick Kyrgios,200.5,193,36.58042437,20.42162902,R,R,13,11,4,1,1,2,1,2,18,41,1620,1035,L,82.60869565,85.45454545
Hard,28-09-2015,Feliciano Lopez,Vasek Pospisil,188,193,34.02053388,25.26488706,L,R,10,11,3,3,0,5,1,9,17,44,1935,995,W,81.13207547,67.24137931
Hard,28-09-2015,Benjamin Becker,David Ferrer,178,175,34.28336756,33.48939083,R,R,5,2,4,4,4,11,7,13,74,8,675,3323,L,70.83333333,70.96774194
Hard,28-09-2015,Feliciano Lopez,Nick Kyrgios,188,193,34.02053388,20.42162902,L,R,12,13,4,3,0,1,1,2,17,41,1935,1035,W,85.41666667,66.66666667
Hard,28-09-2015,David Ferrer,Feliciano Lopez,175,188,33.48939083,34.02053388,R,L,2,7,2,6,1,8,2,11,8,17,3126,1935,W,70.58823529,67.27272727
Hard,28-09-2015,Go Soeda,Zhizhen Zhang,178,193,31.06091718,18.9486653,R,R,0,4,3,3,6,5,10,7,118,181,461,53,L,57.89473684,61.9047619
Hard,28-09-2015,Jiri Vesely,Ze Zhang,198,188,22.21765914,25.23477071,L,R,4,3,3,4,4,2,4,5,40,181,1042,230,W,84.375,70
Hard,28-09-2015,Hiroki Moriya,Ricardas Berankis,172.5,175,24.95003422,25.27036277,R,R,5,4,3,4,2,2,3,5,170.5,72,227,685,W,90.625,76
Hard,28-09-2015,Andreas Haider Maurer,Simone Bolelli,190,183,28.52019165,29.97125257,R,R,9,8,5,2,2,5,5,6,64,62,760,775,L,66.66666667,71.42857143
Hard,28-09-2015,Matthew Ebden,Victor Estrella,188,173,27.8384668,35.15400411,R,R,4,7,4,6,8,2,12,6,133,66,418,745,L,70.68965517,78.68852459
Hard,28-09-2015,Adrian Mannarino,Lucas Pouille,183,185,27.24709103,21.59342916,L,R,4,6,0,5,2,9,2,13,39,69,1050,715,W,71.42857143,57.89473684
Hard,28-09-2015,Denis Istomin,Lukas Rosol,188,196,29.0568104,30.17932923,R,R,5,5,1,4,1,1,3,2,60,80,780,622,L,77.14285714,83.78378378
Hard,28-09-2015,Aljaz Bedene,Mikhail Youzhny,181,183,26.19575633,33.25941136,R,R,2,1,1,5,0,5,1,9,55,91,817,581,W,76.19047619,77.27272727
Hard,28-09-2015,Di Wu,Hyeon Chung,175,188,24.03832991,19.35934292,R,R,1,5,2,6,2,5,8,6,170.5,58,216,801,L,45.40816327,71.42857143
Hard,28-09-2015,Ernests Gulbis,John Millman,190,183,27.07734428,26.28884326,R,R,10,3,4,2,5,4,8,6,81,75,620,671,L,78.125,67.56756757
Hard,28-09-2015,Jiri Vesely,Zhizhen Zhang,198,193,22.21765914,18.9486653,L,R,5,6,1,3,0,1,0,5,40,181,1042,53,W,92,64.28571429
Hard,28-09-2015,Hiroki Moriya,Tommy Robredo,172.5,180,24.95003422,33.40999316,R,R,2,2,6,3,0,0,3,1,170.5,30,227,1210,L,64.28571429,83.33333333
Hard,28-09-2015,Simone Bolelli,Victor Estrella,183,173,29.97125257,35.15400411,R,R,5,0,0,3,1,0,1,5,62,66,775,745,W,71.42857143,44.54347826
Hard,28-09-2015,Guillermo Garcia Lopez,Lukas Rosol,188,196,32.31759069,30.17932923,R,R,13,6,1,3,3,3,4,7,29,80,1280,622,W,82.85714286,71.875
Hard,28-09-2015,Aljaz Bedene,Hyeon Chung,181,188,26.19575633,19.35934292,R,R,3,6,3,2,2,3,8,4,55,58,817,801,L,50,75.86206897
Hard,28-09-2015,John Millman,Marin Cilic,183,198,26.28884326,26.99794661,R,R,2,12,1,3,1,3,4,4,75,14,671,2270,L,73.58490566,84.09090909
Hard,28-09-2015,Jiri Vesely,Tomas Berdych,198,196,22.21765914,30.02874743,L,R,1,3,1,2,4,4,7,4,40,5,1042,3323,L,59.45945946,70.37037037
Hard,28-09-2015,Simone Bolelli,Tommy Robredo,183,180,29.97125257,33.40999316,R,R,1,7,4,6,7,6,10,8,62,30,775,1210,L,62.74509804,74
Hard,28-09-2015,Hyeon Chung,Marin Cilic,188,198,19.35934292,26.99794661,R,R,5,15,5,3,0,2,3,4,58,14,801,2270,L,67.64705882,94.59459459
Hard,28-09-2015,Tomas Berdych,Tommy Robredo,196,180,30.02874743,33.40999316,R,R,8,0,1,0,4,1,4,4,5,30,3126,1210,W,81.25,56.25
Hard,28-09-2015,Guillermo Garcia Lopez,Marin Cilic,188,198,32.31759069,26.99794661,R,R,8,19,5,6,6,3,9,6,29,14,1280,2270,W,83.33333333,69.64285714
Hard,28-09-2015,Guillermo Garcia Lopez,Tomas Berdych,188,196,32.31759069,30.02874743,R,R,3,13,8.5,4,4,0,6,1,29,5,1280,3323,L,70.58823529,78.94736842
Hard,05-10-2015,Novak Djokovic,Simone Bolelli,188,183,28.37234771,29.99041752,R,R,7,2,0,1,5,5,5,10,1,59,3126,790,W,83.87096774,58.82352941
Hard,05-10-2015,Denis Istomin,Ze Zhang,188,188,29.07597536,25.25393566,R,R,6,3,1,6,2,4,7,9,70,181,706,230,L,66,56.25
Hard,05-10-2015,John Millman,Tommy Robredo,183,180,26.30800821,33.42915811,R,R,1,3,2,3,0,7,2,13,76,29,656,1255,W,70.58823529,58.06451613
Hard,05-10-2015,Dominic Thiem,John Isner,185,206,22.0862423,30.4421629,R,R,6,16,4,4,4,4,7,4,19,13,1600,2280,L,65.38461538,78.57142857
Hard,05-10-2015,David Ferrer,Thomaz Bellucci,175,188,33.50855578,27.76454483,R,L,2,2,1,1,2,3,3,6,7,31,3126,1205,W,75.55555556,71.42857143
Hard,05-10-2015,Aljaz Bedene,Lukas Rosol,181,196,26.21492129,30.19849418,R,R,13,4,4,3,5,9,7,13,54,79,837,632,L,73.07692308,66.07142857
Hard,05-10-2015,Adrian Mannarino,Yen Hsun Lu,183,180,27.26625599,32.14236824,L,R,3,11,1,1,3,0,6,0,39,100,1050,539,L,56.66666667,88.46153846
Hard,05-10-2015,Milos Raonic,Viktor Troicki,196,193,24.77207392,29.64818617,R,R,4,8,3,1,1,2,3,2,9,24,2740,1494,L,74.41860465,80
Hard,05-10-2015,Andreas Haider Maurer,Jo-Wilfried Tsonga,190,188,28.53935661,30.46680356,R,R,4,7,2,4,3,1,4,4,64,16,760,1990,W,76.31578947,72.72727273
Hard,05-10-2015,Jack Sock,Teymuraz Gabashvili,185,188,23.02806297,30.36824093,R,R,4,7,1,6,1,2,2,6,30,56,1210,822,W,87.5,71.42857143
Hard,05-10-2015,Vasek Pospisil,Victor Estrella,193,173,25.28405202,35.17316906,R,R,11,3,2,3,4,4,6,9,44,68,995,717,W,72.34042553,64.40677966
Hard,05-10-2015,Di Wu,Rafael Nadal,175,185,24.05749487,29.33880903,R,L,1,4,4,0,2,3,8,7,170.5,8,216,3323,L,55.55555556,66.66666667
Hard,05-10-2015,Andreas Seppi,David Goffin,190,180,31.61943874,24.82683094,R,R,5,6,3,5,2,3,6,4,25,17,1440,1970,L,73.07692308,80.64516129
Hard,05-10-2015,Fabio Fognini,Martin Klizan,178,190,28.36687201,26.23408624,R,L,2,1,3,3,2,5,2,10,28,42,1300,1015,W,80,57.57575758
Hard,05-10-2015,Guillermo Garcia Lopez,Ivo Karlovic,188,208,32.33675565,36.59958932,R,R,3,19,6,4,9,1,11,2,26,18,1430,1620,L,73.33333333,82.35294118
Hard,05-10-2015,Pablo Cuevas,Tomas Berdych,180,196,29.75770021,30.04791239,R,R,6,7,0,4,6,4,6,6,37,5,1100,3323,W,79.06976744,67.44186047
Hard,05-10-2015,Novak Djokovic,Ze Zhang,188,188,28.37234771,25.25393566,R,R,4,3,2,1,0,1,0,5,1,181,3126,230,W,84,51.61290323
Hard,05-10-2015,John Isner,John Millman,200.5,183,30.4421629,26.30800821,R,R,19.5,4,4,1,5,0,7,2,13,76,2280,656,W,80.64516129,82.14285714
Hard,05-10-2015,David Ferrer,Lukas Rosol,175,196,33.50855578,30.19849418,R,R,4,2,5,7,1,3,3,7,7,79,3126,632,W,77.14285714,88.46153846
Hard,05-10-2015,Viktor Troicki,Yen Hsun Lu,193,180,29.64818617,32.14236824,R,R,9,1,1,2,6,2,9,3,24,100,1494,539,L,70,80
Hard,05-10-2015,Andreas Haider Maurer,Jack Sock,190,185,28.53935661,23.02806297,R,R,1,6,4,2,3,0,7,0,64,30,760,1210,L,63.63636364,84.21052632
Hard,05-10-2015,Rafael Nadal,Vasek Pospisil,185,193,29.33880903,25.28405202,L,R,0,10,1,1,1,2,1,3,8,44,3126,995,W,74.50980392,73.33333333
Hard,05-10-2015,David Goffin,Fabio Fognini,180,178,24.82683094,28.36687201,R,R,7,7,7,3,2,4,7,7,17,28,1970,1300,L,66.66666667,67.56756757
Hard,05-10-2015,Ivo Karlovic,Pablo Cuevas,200.5,180,36.59958932,29.75770021,R,R,19.5,8,8,3,2,0,2,0,18,37,1620,1100,L,88.88888889,86.36363636
Hard,05-10-2015,John Isner,Novak Djokovic,200.5,188,30.4421629,28.37234771,R,R,3,2,1,1,1,0,5,0,13,1,2280,3323,L,50,80
Hard,05-10-2015,David Ferrer,Yen Hsun Lu,175,180,33.50855578,32.14236824,R,R,1,0,1,5,4,11,5,16,7,100,3126,539,W,71.42857143,51.51515152
Hard,05-10-2015,Jack Sock,Rafael Nadal,185,185,23.02806297,29.33880903,R,L,5,4,0,3,5,4,8,6,30,8,1210,3323,L,73.80952381,76.47058824
Hard,05-10-2015,Fabio Fognini,Pablo Cuevas,178,180,28.36687201,29.75770021,R,R,1,2,4,8.5,7,6,11,12,28,37,1300,1100,W,76.19047619,67.56756757
Hard,05-10-2015,David Ferrer,Novak Djokovic,175,188,33.50855578,28.37234771,R,R,2,1,3,2,2,3,8,5,7,1,3126,3323,L,48.38709677,66.66666667
Hard,05-10-2015,Fabio Fognini,Rafael Nadal,178,185,28.36687201,29.33880903,R,L,5,3,2,3,6,2,10,4,28,8,1300,3323,L,53.33333333,68.51851852
Hard,05-10-2015,Novak Djokovic,Rafael Nadal,188,185,28.37234771,29.33880903,R,L,7,0,0,1,2,1,2,5,1,8,3126,3323,W,70.21276596,55.88235294
Hard,05-10-2015,Radek Stepanek,Stan Wawrinka,185,183,36.85420945,30.52156057,R,R,2,11,2,2,2,0,5,1,170.5,4,187,3323,L,71.73913043,81.08108108
Hard,05-10-2015,Tatsuma Ito,Yoshihito Nishioka,180,170,27.38124572,20.02190281,R,L,5,1,3,4,9,12,14,18,127,148,444,377,W,61.36363636,48.07692308
Hard,05-10-2015,Feliciano Lopez,Joao Sousa,188,185,34.03969884,26.51608487,L,R,9,7,5,1,4,4,8,6,15,45,2040,951,L,64.28571429,73.07692308
Hard,05-10-2015,Gilles Simon,Mikhail Youzhny,183,183,30.770705,33.27857632,R,R,1,0,1,5,4,1,6,5,10,92,2530,581,W,70.27027027,72.72727273
Hard,05-10-2015,Jiri Vesely,Yasutaka Uchiyama,198,183,22.23682409,23.16495551,L,R,5,10,3,0,7,0,8,3,40,181,1042,216,W,73.80952381,75
Hard,05-10-2015,Jeremy Chardy,Sam Groth,188,193,28.64339494,27.96167009,R,R,2,8,1,5,0,5,0,8,27,53,1365,843,W,93.75,68.18181818
Hard,05-10-2015,Gilles Muller,Kevin Anderson,193,203,32.40793977,29.38261465,L,R,7,4,3,5,4,2,4,5,43,12,1005,2430,W,78.57142857,78.94736842
Hard,05-10-2015,Benoit Paire,Grigor Dimitrov,196,188,26.40930869,24.38877481,R,R,11,3,4,5,12,1,13,4,32,21,1187,1555,W,84.7826087,75.51020408
Hard,05-10-2015,Fernando Verdasco,Marcos Baghdatis,188,183,31.88774812,30.29979466,L,R,4,6,0,1,1,4,5,5,41,49,1020,907,L,55.55555556,73.17073171
Hard,05-10-2015,Albert Ramos,Nick Kyrgios,188,193,27.71526352,20.44079398,L,R,7,12,3,3,11,1,15,2,71,34,703,1125,L,66.15384615,80
Hard,05-10-2015,Richard Gasquet,Roberto Bautista Agut,185,183,29.29774127,27.47433265,R,R,3,4,1,3,7,3,13,5,11,22,2445,1510,L,57.57575758,73.91304348
Hard,05-10-2015,Donald Young,Marin Cilic,183,198,26.20123203,27.01711157,L,R,5,13,7,3,10,6,14,9,51,14,861,2270,L,69.84126984,83.92857143
Hard,05-10-2015,Bernard Tomic,Steve Johnson,193,188,22.954141,25.77960301,R,R,2,8,1,2,3,1,6,2,20,48,1575,915,L,68.42105263,82.35294118
Hard,05-10-2015,Alexandr Dolgopolov,Sam Querrey,180,198,26.90759754,27.9945243,R,R,3,6,3,0,1,1,3,2,35,50,1125,900,L,68,72.97297297
Hard,05-10-2015,Borna Coric,Kei Nishikori,188,178,18.88843258,25.76591376,R,R,3,6,3,4,8,8,12,10,38,6,1076,3323,L,59.64912281,72.5
Hard,05-10-2015,Stan Wawrinka,Tatsuma Ito,183,180,30.52156057,27.38124572,R,R,7,5,1,0,5,4,8,7,4,127,3126,444,W,72.91666667,72.54901961
Hard,05-10-2015,Gilles Simon,Jiri Vesely,183,198,30.770705,22.23682409,R,L,4,4,2,2,5,4,7,9,10,40,2530,1042,W,69.04761905,50
Hard,05-10-2015,Gilles Muller,Jeremy Chardy,193,188,32.40793977,28.64339494,L,R,17,5,5,6,7,2,7,2,43,27,1005,1365,W,88.23529412,84.7826087
Hard,05-10-2015,Benoit Paire,Marcos Baghdatis,196,183,26.40930869,30.29979466,R,R,5,4,8.5,3,3,4,7,8,32,49,1187,907,W,82.92682927,65.45454545
Hard,05-10-2015,Nick Kyrgios,Roberto Bautista Agut,193,183,20.44079398,27.47433265,R,R,8,3,0,1,0,1,0,4,34,22,1125,1510,W,85.18518519,71.875
Hard,05-10-2015,Marin Cilic,Steve Johnson,198,188,27.01711157,25.77960301,R,R,5,3,2,2,5,6,5,9,14,48,2270,915,W,75.75757576,64.28571429
Hard,05-10-2015,Kei Nishikori,Sam Querrey,178,198,25.76591376,27.9945243,R,R,7,10,1,2,0,1,0,3,6,50,3126,900,W,91.66666667,70
Hard,05-10-2015,Gilles Muller,Gilles Simon,193,183,32.40793977,30.770705,L,R,8,2,5,2,7,1,8,4,43,10,1005,2530,W,84.21052632,65
Hard,05-10-2015,Benoit Paire,Nick Kyrgios,196,193,26.40930869,20.44079398,R,R,10,5,8.5,4,2,8,4,12,32,34,1187,1125,W,91.17647059,72.13114754
Hard,05-10-2015,Kei Nishikori,Marin Cilic,178,198,25.76591376,27.01711157,R,R,4,19.5,1,3,2,7,3,9,6,14,3126,2270,W,75,77.41935484
Hard,05-10-2015,Gilles Muller,Stan Wawrinka,193,183,32.40793977,30.52156057,L,R,6,8,6,0,3,1,6,3,43,4,1005,3323,L,65.30612245,76.47058824
Hard,05-10-2015,Benoit Paire,Kei Nishikori,196,178,26.40930869,25.76591376,R,R,11,4,5,2,7,3,9,6,32,6,1187,3323,W,72.54901961,78.84615385
Hard,05-10-2015,Benoit Paire,Stan Wawrinka,196,183,26.40930869,30.52156057,R,R,6,4,1,1,0,3,4,4,32,4,1187,3323,L,86.36363636,64.51612903
Hard,11-10-2015,Martin Klizan,Ze Zhang,190,188,26.2532512,25.27310062,L,R,4,3,2,2,1,7,5,13,44,181,990,275,W,61.53846154,51.78571429
Hard,11-10-2015,Dominic Thiem,Yen Hsun Lu,185,180,22.10540726,32.1615332,R,R,8,1,1,5,3,3,3,6,18,91,1600,584,W,78.125,71.05263158
Hard,11-10-2015,Andrey Kuznetsov,Feliciano Lopez,185,188,24.63518138,34.05886379,R,L,3,9,4,4,11,0,13,1,88,17,589,1725,L,62.90322581,80.95238095
Hard,11-10-2015,Gilles Muller,Richard Gasquet,193,185,32.42710472,29.31690623,L,R,18,6,6,0,1,0,3,0,36,11,1140,2400,L,85.36585366,86.84210526
Hard,11-10-2015,Simone Bolelli,Vasek Pospisil,183,193,30.00958248,25.30321697,R,R,0,10,1,2,3,3,5,3,58,43,790,995,L,68.42105263,82.05128205
Hard,11-10-2015,Bernard Tomic,Fernando Verdasco,193,188,22.97330595,31.90691307,R,L,5,11,1,2,0,3,0,4,20,42,1585,1040,W,80.85106383,81.57894737
Hard,11-10-2015,Andreas Seppi,Steve Johnson,190,188,31.6386037,25.79876797,R,R,5,14,2,1,4,10,9,14,27,47,1440,915,L,64,80
Hard,11-10-2015,David Goffin,Go Soeda,180,178,24.84599589,31.09924709,R,R,5,3,3,3,2,7,2,10,16,119,1970,464,W,90,68.57142857
Hard,11-10-2015,Adrian Mannarino,John Isner,183,206,27.28542094,30.46132786,L,R,6,19.5,3,2,4,1,8,1,41,13,1050,2280,L,54.54545455,83.33333333
Hard,11-10-2015,Gilles Simon,Nikoloz Basilashvili,183,185,30.78986995,23.63312799,R,R,1,2,4,3,2,2,5,8,14,93,2020,581,W,67.39130435,56.41025641
Hard,11-10-2015,Jack Sock,Lukasz Kubot,185,190,23.04722793,33.4072553,R,R,10,4,3,3,1,5,1,8,33,181,1210,48,W,82.85714286,58.13953488
Hard,11-10-2015,Ivo Karlovic,Jeremy Chardy,200.5,188,36.61875428,28.66255989,R,R,18,7,2,3,4,0,4,1,21,29,1575,1400,W,82.9787234,85
Hard,11-10-2015,Guillermo Garcia Lopez,Roberto Bautista Agut,188,183,32.3559206,27.4934976,R,R,3,4,6,1,4,2,7,2,28,23,1420,1510,L,59.25925926,81.81818182
Hard,11-10-2015,Milos Raonic,Thomaz Bellucci,196,188,24.79123888,27.78370979,R,L,7,5,2,0,0,2,1,3,9,34,2770,1205,W,95,83.72093023
Hard,11-10-2015,Di Wu,Marin Cilic,175,198,24.07665982,27.03627652,R,R,1,15,1,2,11,4,14,7,170.5,12,217,2350,L,60.29411765,73.84615385
Hard,11-10-2015,Alexandr Dolgopolov,Borna Coric,180,188,26.92676249,18.90759754,R,R,7,5,3,3,4,4,6,7,37,40,1135,1051,L,70.1754386,65.45454545
Hard,11-10-2015,Pablo Cuevas,Viktor Troicki,180,193,29.77686516,29.66735113,R,R,8,6,3,4,7,3,10,6,35,24,1180,1499,L,71.92982456,69.09090909
Hard,11-10-2015,Andreas Haider Maurer,Nick Kyrgios,190,193,28.55852156,20.45995893,R,R,6,13,8,1,5,5,9,5,60,32,785,1215,L,67.74193548,79.31034483
Hard,11-10-2015,Fabio Fognini,Joao Sousa,178,185,28.38603696,26.53524983,R,R,3,2,5,4,0,8,2,11,26,45,1470,986,W,83.87096774,47.5
Hard,11-10-2015,Kevin Anderson,Tommy Haas,200.5,188,29.4017796,37.52498289,R,R,19.5,5,2,5,0,12,0,14,10,181,2475,83,W,94.44444444,64.1509434
Hard,11-10-2015,Jo-Wilfried Tsonga,Tommy Robredo,188,180,30.48596851,33.44832307,R,R,14,1,3,0,1,6,2,11,15,30,1990,1290,W,75.51020408,60.29411765
Hard,11-10-2015,Donald Young,Victor Estrella,183,173,26.22039699,35.19233402,L,R,2,2,6,3,5,7,9,9,48,66,871,717,L,71.42857143,70.90909091
Hard,11-10-2015,Albert Ramos,Sam Querrey,188,198,27.73442847,28.01368925,L,R,6,19.5,1,2,4,4,5,6,70,52,703,845,W,73.91304348,80.95238095
Hard,11-10-2015,Martin Klizan,Novak Djokovic,190,188,26.2532512,28.39151266,L,R,5,4,4,0,5,0,10,1,44,1,990,3323,L,53.84615385,58.33333333
Hard,11-10-2015,Dominic Thiem,Feliciano Lopez,185,188,22.10540726,34.05886379,R,L,10,16,2,3,4,9,6,10,18,17,1600,1725,L,75.43859649,82.85714286
Hard,11-10-2015,Richard Gasquet,Vasek Pospisil,185,193,29.31690623,25.30321697,R,R,1,13,0,2,0,9,2,12,11,43,2400,995,W,75,76.27118644
Hard,11-10-2015,Bernard Tomic,David Ferrer,193,175,22.97330595,33.52772074,R,R,8,4,0,2,8,1,9,5,20,8,1585,3323,W,75,61.76470588
Hard,11-10-2015,Andy Murray,Steve Johnson,190,188,28.41067762,25.79876797,R,R,4,4,5,2,2,1,3,5,2,47,3126,915,W,84.375,55.88235294
Hard,11-10-2015,David Goffin,John Isner,180,206,24.84599589,30.46132786,R,R,3,19.5,4,0,2,0,3,0,16,13,1970,2280,L,86.84210526,74.46808511
